111;20170401000260;3;3;10455;0;0;111;49602216899231792204025431320093969856010787649509916674;0;shardId-000000000000
111;20170401000260;4;4;93;1;1;111;49602216899231792204025431320095178781830402278684622850;0;shardId-000000000000
111;20170401000260;7;7;40.7202:-73.99402;0;1;111;49602216899231792204025431320126610853140382637226983426;0;shardId-000000000000
111;20170401000260;6;6;33;0;0;111;49602216899231792204025431320278935506411825981959438338;0;shardId-000000000000
111;20170401000265;4;4;97;1;1;111;49602216899231792204025431325236740292651420433587896322;0;shardId-000000000000
111;20170401000265;7;7;40.72014:-73.9939;0;1;111;49602216899231792204025431325426541646330917282736242690;0;shardId-000000000000
111;20170401000265;6;6;30;0;0;111;49602216899231792204025431325783174763117232889274564610;0;shardId-000000000000
111;20170401000265;1;1;86;1;0;111;49602216899231792204025431326086615143840504812125814786;0;shardId-000000000000
111;20170401000265;2;2;1423;0;1;111;49602216899231792204025431326087824069660119441300520962;0;shardId-000000000000
111;20170401000265;3;3;9239;1;0;111;49602216899231792204025431326330818159402659905416462338;0;shardId-000000000000
111;20170401000270;1;1;84;1;0;111;49602216899231792204025431330722845662062607972001906690;0;shardId-000000000000
111;20170401000270;2;2;1106;0;0;111;49602216899231792204025431330954959419428616842264969218;0;shardId-000000000000
111;20170401000270;3;3;9885;1;0;111;49602216899231792204025431331564258032514389946316881922;0;shardId-000000000000
111;20170401000270;4;4;89;1;0;111;49602216899231792204025431331696030946852384526359855106;0;shardId-000000000000
111;20170401000270;7;7;40.71992:-73.99314;0;1;111;49602216899231792204025431331946278591512612765524033538;0;shardId-000000000000
111;20170401000270;6;6;34;1;0;111;49602216899231792204025431332437102474276152279174217730;0;shardId-000000000000
111;20170401000275;4;4;88;1;0;111;49602216899231792204025431336732415911366929943063691266;0;shardId-000000000000
111;20170401000275;7;7;40.71986:-73.99297;0;1;111;49602216899231792204025431337254671865440449746536759298;0;shardId-000000000000
111;20170401000275;6;6;34;1;0;111;49602216899231792204025431337631856721160214186484039682;0;shardId-000000000000
111;20170401000275;1;1;55;0;0;111;49602216899231792204025431338563938528083093280182501378;0;shardId-000000000000
111;20170401000275;2;2;717;1;0;111;49602216899231792204025431338809350469464863002647855106;0;shardId-000000000000
111;20170401000275;3;3;10373;0;0;111;49602216899231792204025431338812977246923706958891450370;0;shardId-000000000000
111;20170401000280;1;1;73;0;0;111;49602216899231792204025431344197532847487265509191188482;0;shardId-000000000000
111;20170401000280;2;2;1044;0;0;111;49602216899231792204025431344203577476585338655064719362;0;shardId-000000000000
111;20170401000280;3;3;9076;1;0;111;49602216899231792204025431344205995328224567913414131714;0;shardId-000000000000
111;20170401000280;4;4;83;1;0;111;49602216899231792204025431344213248883142255757181845506;0;shardId-000000000000
111;20170401000280;7;7;40.71981:-73.99277;0;1;111;49602216899231792204025431344341395020021406449700700162;0;shardId-000000000000
111;20170401000280;6;6;33;0;0;111;49602216899231792204025431344708908469184253718811377666;0;shardId-000000000000
111;20170401000285;7;7;40.71963:-73.99219;0;1;111;49602216899231792204025431349988287523441339599631155202;0;shardId-000000000000
111;20170401000285;6;6;33;0;0;111;49602216899231792204025431350237326242281953209620627458;0;shardId-000000000000
111;20170401000285;1;1;57;0;0;111;49602216899231792204025431350483947109483337561260687362;0;shardId-000000000000
111;20170401000285;2;2;922;0;0;111;49602216899231792204025431350971144214788033187386753026;0;shardId-000000000000
111;20170401000285;3;3;9535;1;0;111;49602216899231792204025431351701335409835269208909283330;0;shardId-000000000000
111;20170401000285;4;4;80;1;0;111;49602216899231792204025431352067639933178501848845254658;0;shardId-000000000000
111;20170401000290;2;2;1439;0;1;111;49602216899231792204025431357336138655059056067092676610;0;shardId-000000000000
111;20170401000290;3;3;10173;0;0;111;49602216899231792204025431358097761921416272447157567490;0;shardId-000000000000
111;20170401000290;4;4;84;1;0;111;49602216899231792204025431358318995346405749586128797698;0;shardId-000000000000
111;20170401000290;7;7;40.71959:-73.99201;0;1;111;49602216899231792204025431358322622123864593542372392962;0;shardId-000000000000
111;20170401000290;6;6;30;0;0;111;49602216899231792204025431358328666752962666688245923842;0;shardId-000000000000
111;20170401000290;1;1;80;0;0;111;49602216899231792204025431358337129233699969092468867074;0;shardId-000000000000
111;20170401000295;6;6;31;0;0;111;49602216899231792204025431363004791823232052610887319554;0;shardId-000000000000
111;20170401000295;1;1;60;0;0;111;49602216899231792204025431363038641746181262227779092482;0;shardId-000000000000
