111;20170401000280;3;3;10077;0;0;111;49601197650630325863836300685235455494751142285175422978;0;shardId-000000000000
111;20170401000280;4;4;89;1;0;111;49601197650630325863836300685800023852511174178482683906;0;shardId-000000000000
111;20170401000280;7;7;40.71981:-73.99277;0;1;111;49601197650630325863836300686527797195919180941655801858;0;shardId-000000000000
111;20170401000280;6;6;33;0;0;111;49601197650630325863836300687615830433572347198891360258;0;shardId-000000000000
111;20170401000280;1;1;50;0;0;111;49601197650630325863836300688356901960996114882986246146;0;shardId-000000000000
111;20170401000280;2;2;1380;0;1;111;49601197650630325863836300688358110886815729580880429058;0;shardId-000000000000
111;20170401000285;7;7;40.71963:-73.99219;0;1;111;49601197650630325863836300691732222849360159813643796482;0;shardId-000000000000
111;20170401000285;6;6;34;1;0;111;49601197650630325863836300692080393485409173015959175170;0;shardId-000000000000
111;20170401000285;1;1;63;0;0;111;49601197650630325863836300692701781356691092411758149634;0;shardId-000000000000
111;20170401000285;2;2;756;0;0;111;49601197650630325863836300693065668028395095862064185346;0;shardId-000000000000
111;20170401000285;3;3;10538;0;0;111;49601197650630325863836300693308662118137636326180126722;0;shardId-000000000000
111;20170401000285;4;4;86;1;0;111;49601197650630325863836300693505717026734820881657233410;0;shardId-000000000000
111;20170401000290;4;4;94;1;1;111;49601197650630325863836300698632771427720463555183509506;0;shardId-000000000000
111;20170401000290;7;7;40.71959:-73.99201;0;1;111;49601197650630325863836300698754872935501541101828833282;0;shardId-000000000000
111;20170401000290;6;6;33;0;0;111;49601197650630325863836300698876974443282618648474157058;0;shardId-000000000000
111;20170401000290;1;1;82;1;0;111;49601197650630325863836300698999075951063696263838957570;0;shardId-000000000000
111;20170401000290;2;2;807;0;0;111;49601197650630325863836300699000284876883310893013663746;0;shardId-000000000000
111;20170401000290;3;3;10688;0;0;111;49601197650630325863836300699122386384664388439658987522;0;shardId-000000000000
111;20170401000295;6;6;33;0;0;111;49601197650630325863836300705308459803632446201508397058;0;shardId-000000000000
111;20170401000295;1;1;51;0;0;111;49601197650630325863836300705460784456903889477521375234;0;shardId-000000000000
111;20170401000295;2;2;1234;0;1;111;49601197650630325863836300705673555401156064212269662210;0;shardId-000000000000
111;20170401000295;3;3;9764;1;0;111;49601197650630325863836300706158334654821530580046315522;0;shardId-000000000000
111;20170401000295;4;4;89;1;0;111;49601197650630325863836300706351762785959871247999303682;0;shardId-000000000000
111;20170401000295;7;7;40.71953:-73.99183;0;1;111;49601197650630325863836300706402537670383685673336963074;0;shardId-000000000000
111;20170401000300;1;1;70;0;0;111;49601197650630325863836300710574540673873771230125883394;0;shardId-000000000000
111;20170401000300;2;2;1259;0;1;111;49601197650630325863836300710877981054597043152977133570;0;shardId-000000000000
111;20170401000300;3;3;9962;1;0;111;49601197650630325863836300711181421435320315075828383746;0;shardId-000000000000
111;20170401000300;4;4;82;1;0;111;49601197650630325863836300711484861816043586998679633922;0;shardId-000000000000
111;20170401000300;7;7;40.71938:-73.99133;0;1;111;49601197650630325863836300711969641069709053366456287234;0;shardId-000000000000
111;20170401000300;6;6;30;0;0;111;49601197650630325863836300712212635159451593830572228610;0;shardId-000000000000
111;20170401000305;2;2;1041;0;0;111;49601197650630325863836300717776111781318117567447957506;0;shardId-000000000000
111;20170401000305;3;3;9069;1;0;111;49601197650630325863836300718143625230480964836558635010;0;shardId-000000000000
111;20170401000305;4;4;91;1;1;111;49601197650630325863836300718322546251783929954415149058;0;shardId-000000000000
111;20170401000305;7;7;40.71928:-73.991;0;1;111;49601197650630325863836300718940307345607005462690004994;0;shardId-000000000000
111;20170401000305;6;6;32;0;0;111;49601197650630325863836300719231658468134131162513670146;0;shardId-000000000000
111;20170401000305;1;1;73;0;0;111;49601197650630325863836300719232867393953745791688376322;0;shardId-000000000000
111;20170401000310;7;7;40.71914:-73.99056;0;1;111;49601197650630325863836300724315191539613647117031047170;0;shardId-000000000000
111;20170401000310;6;6;31;0;0;111;49601197650630325863836300724322445094531334892079284226;0;shardId-000000000000
111;20170401000310;1;1;81;1;0;111;49601197650630325863836300724585990923207324052165230594;0;shardId-000000000000
111;20170401000310;2;2;1142;0;0;111;49601197650630325863836300724709301356808016296704737282;0;shardId-000000000000
111;20170401000310;3;3;9363;1;0;111;49601197650630325863836300724836238567867552291329409026;0;shardId-000000000000
111;20170401000310;4;4;97;1;1;111;49601197650630325863836300725200125239571555741635444738;0;shardId-000000000000
111;20170401000315;7;7;40.7191:-73.99043;0;1;111;49601197650630325863836300730284867236870686256608051202;0;shardId-000000000000
111;20170401000315;6;6;33;0;0;111;49601197650630325863836300730286076162690300954502234114;0;shardId-000000000000
111;20170401000315;1;1;68;0;0;111;49601197650630325863836300730287285088509915583676940290;0;shardId-000000000000
111;20170401000315;2;2;758;0;0;111;49601197650630325863836300730288494014329530212851646466;0;shardId-000000000000
111;20170401000315;3;3;9885;1;0;111;49601197650630325863836300730410595522110607759496970242;0;shardId-000000000000
111;20170401000315;4;4;98;1;1;111;49601197650630325863836300730774482193814611209803005954;0;shardId-000000000000
111;20170401000320;4;4;95;1;1;111;49601197650630325863836300736578535053784446152445263874;0;shardId-000000000000
111;20170401000320;7;7;40.71906:-73.99029;0;1;111;49601197650630325863836300736700636561565523699090587650;0;shardId-000000000000
111;20170401000320;6;6;31;0;0;111;49601197650630325863836300736943630651308064163206529026;0;shardId-000000000000
111;20170401000320;1;1;86;1;0;111;49601197650630325863836300736944839577127678792381235202;0;shardId-000000000000
111;20170401000320;2;2;856;0;0;111;49601197650630325863836300737429618830793145091438411778;0;shardId-000000000000
111;20170401000320;3;3;9039;1;0;111;49601197650630325863836300737793505502497148473024970754;0;shardId-000000000000
111;20170401000325;2;2;1320;0;1;111;49601197650630325863836300743597558362466983484386705410;0;shardId-000000000000
111;20170401000325;3;3;10347;0;0;111;49601197650630325863836300743719659870248061031032029186;0;shardId-000000000000
111;20170401000325;4;4;93;1;1;111;49601197650630325863836300744325331705874990247559823362;0;shardId-000000000000
111;20170401000325;7;7;40.71892:-73.98982;0;1;111;49601197650630325863836300744326540631694604876734529538;0;shardId-000000000000
111;20170401000325;6;6;33;0;0;111;49601197650630325863836300744448642139475682423379853314;0;shardId-000000000000
111;20170401000325;1;1;77;0;0;111;49601197650630325863836300744570743647256760038744653826;0;shardId-000000000000
111;20170401000330;7;7;40.71873:-73.98918;0;1;111;49601197650630325863836300749165870687611965806680735746;0;shardId-000000000000
111;20170401000330;6;6;31;0;0;111;49601197650630325863836300750134220269123283775620382722;0;shardId-000000000000
111;20170401000330;1;1;74;0;0;111;49601197650630325863836300751102569850634601744560029698;0;shardId-000000000000
111;20170401000330;2;2;1037;0;0;111;49601197650630325863836300751587349104300068043617206274;0;shardId-000000000000
111;20170401000330;3;3;9534;1;0;111;49601197650630325863836300751588558030119682672791912450;0;shardId-000000000000
111;20170401000330;4;4;91;1;1;111;49601197650630325863836300751589766955939297301966618626;0;shardId-000000000000
111;20170401000335;4;4;91;1;1;111;49601197650630325863836300755648130932385607716333158402;0;shardId-000000000000
111;20170401000335;7;7;40.71869:-73.98906;0;1;111;49601197650630325863836300755665055893860212524779044866;0;shardId-000000000000
111;20170401000335;6;6;30;0;0;111;49601197650630325863836300756018062233187684312512724994;0;shardId-000000000000
111;20170401000335;1;1;67;0;0;111;49601197650630325863836300756309413355714809943616913410;0;shardId-000000000000
111;20170401000335;2;2;1018;0;0;111;49601197650630325863836300757066200918793567806982979586;0;shardId-000000000000
111;20170401000335;3;3;9284;1;0;111;49601197650630325863836300757520757026968668376672501762;0;shardId-000000000000
111;20170401000340;3;3;10560;0;0;111;49601197650630325863836300761874098903400948309667348482;0;shardId-000000000000
111;20170401000340;4;4;88;1;0;111;49601197650630325863836300762788046823029607965745217538;0;shardId-000000000000
111;20170401000340;7;7;40.71845:-73.98824;0;1;111;49601197650630325863836300762964549992693343893971795970;0;shardId-000000000000
111;20170401000340;6;6;30;0;0;111;49601197650630325863836300763449329246358810193028972546;0;shardId-000000000000
111;20170401000340;1;1;85;1;0;111;49601197650630325863836300764055001081985739409556766722;0;shardId-000000000000
111;20170401000340;2;2;1013;0;0;111;49601197650630325863836300764660672917612668626084560898;0;shardId-000000000000
111;20170401000345;2;2;1393;0;1;111;49601197650630325863836300768703320858403988861179920386;0;shardId-000000000000
111;20170401000345;3;3;9463;1;0;111;49601197650630325863836300769005552313307646154856464386;0;shardId-000000000000
111;20170401000345;4;4;80;1;0;111;49601197650630325863836300769379110391568566638560149506;0;shardId-000000000000
111;20170401000345;7;7;40.71821:-73.98745;0;1;111;49601197650630325863836300769694640030487984853158461442;0;shardId-000000000000
111;20170401000345;6;6;32;0;0;111;49601197650630325863836300770131062251368865985227390978;0;shardId-000000000000
111;20170401000345;1;1;83;1;0;111;49601197650630325863836300770788717897239224256267550722;0;shardId-000000000000
111;20170401000350;2;2;1382;0;1;111;49601197650630325863836300782803022692569409269375434754;0;shardId-000000000000
111;20170401000350;3;3;10396;0;0;111;49601197650630325863836300783594869104416991378807980034;0;shardId-000000000000
111;20170401000350;4;4;81;1;0;111;49601197650630325863836300784595859683057904404184170498;0;shardId-000000000000
111;20170401000350;7;7;40.71818:-73.98735;0;1;111;49601197650630325863836300785248679625649804158525505538;0;shardId-000000000000
111;20170401000350;6;6;30;0;0;111;49601197650630325863836300785805994428492148208065052674;0;shardId-000000000000
111;20170401000350;1;1;86;1;0;111;49601197650630325863836300786098554476838888468343947266;0;shardId-000000000000
111;20170401000355;7;7;40.71815:-73.98728;0;1;111;49601197650630325863836300797837224185296938098338299906;0;shardId-000000000000
